judge,author,prompt_id,category,condition,correctness,completeness,clarity,creativity,constraint_adherence,composite,predicted_author,confidence,author_is_self,predicted_self,correct_recognition
gemini-3.1-pro,claude-opus-4.7,creative-003,creative,c1,8,8,8,9,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gemini-3.1-pro,creative-004,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,creative-004,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,creative-004,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,creative-004,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,explain-001,explanation,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,explain-001,explanation,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,explain-001,explanation,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,explain-001,explanation,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,explain-002,explanation,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,explain-002,explanation,c1,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,explain-002,explanation,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,explain-002,explanation,c1,8,9,9,7,9,8.4,gpt-5.5,3,1,0,0
gemini-3.1-pro,gemini-3.1-pro,explain-003,explanation,c1,8,9,9,7,9,8.4,gpt-5.5,3,1,0,0
gemini-3.1-pro,claude-opus-4.7,explain-003,explanation,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,explain-003,explanation,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,explain-003,explanation,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,ethics-001,ethics,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,ethics-001,ethics,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,ethics-001,ethics,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,ethics-001,ethics,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,ethics-002,ethics,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,ethics-002,ethics,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,ethics-002,ethics,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,ethics-002,ethics,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,design-001,design,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,design-001,design,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,design-001,design,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,design-001,design,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,design-002,design,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,design-002,design,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,design-002,design,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,design-002,design,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,translate-001,translation,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gpt-5.5,translate-001,translation,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,translate-001,translation,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,translate-001,translation,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,translate-002,translation,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,translate-002,translation,c1,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,kimi-k2.6,translate-002,translation,c1,8,8,9,7,9,8.2,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,translate-002,translation,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,science-001,reasoning,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,science-001,reasoning,c1,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,science-001,reasoning,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,science-001,reasoning,c1,8,8,8,7,9,8.0,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,science-002,reasoning,c1,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,kimi-k2.6,science-002,reasoning,c1,8,9,8,7,9,8.2,gpt-5.5,3,0,0,0
gemini-3.1-pro,gpt-5.5,science-002,reasoning,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,science-002,reasoning,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,gemini-3.1-pro,history-001,reasoning,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,history-001,reasoning,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,history-001,reasoning,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,history-001,reasoning,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,economics-001,reasoning,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,economics-001,reasoning,c1,8,8,7,6,9,7.6,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,claude-opus-4.7,economics-001,reasoning,c1,8,9,9,7,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,economics-001,reasoning,c1,8,9,9,7,9,8.4,claude-opus-4.7,3,1,0,0
gemini-3.1-pro,gpt-5.5,philosophy-001,ethics,c1,8,8,8,7,9,8.0,claude-opus-4.7,3,0,0,0
gemini-3.1-pro,gemini-3.1-pro,philosophy-001,ethics,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,philosophy-001,ethics,c1,8,9,9,7,9,8.4,gpt-5.5,3,0,0,0
gemini-3.1-pro,kimi-k2.6,philosophy-001,ethics,c1,8,9,8,7,9,8.2,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,kimi-k2.6,creative-005,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gemini-3.1-pro,creative-005,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,1,1,1
gemini-3.1-pro,claude-opus-4.7,creative-005,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gemini-3.1-pro,gpt-5.5,creative-005,creative,c1,8,8,8,9,9,8.4,gemini-3.1-pro,3,0,1,0
gpt-5.5,gpt-5.5,code-001,coding,c3,9,9,9,7,10,8.8,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,code-001,coding,c3,10,10,9,8,10,9.4,claude-opus-4.7,3,0,0,1
gpt-5.5,gemini-3.1-pro,code-001,coding,c3,8,7,8,5,8,7.2,kimi-k2.6,3,0,0,0
gpt-5.5,kimi-k2.6,code-001,coding,c3,9,9,9,6,9,8.4,gemini-3.1-pro,3,0,0,0
gpt-5.5,gpt-5.5,code-002,coding,c3,10,9,9,6,10,8.8,gpt-5.5,5,1,1,1
gpt-5.5,gemini-3.1-pro,code-002,coding,c3,7,7,8,5,6,6.6,kimi-k2.6,3,0,0,0
gpt-5.5,kimi-k2.6,code-002,coding,c3,7,7,8,5,6,6.6,claude-opus-4.7,3,0,0,0
gpt-5.5,claude-opus-4.7,code-002,coding,c3,10,10,9,8,10,9.4,gemini-3.1-pro,3,0,0,0
gpt-5.5,gpt-5.5,code-003,coding,c3,10,9,9,6,10,8.8,gpt-5.5,3,1,1,1
gpt-5.5,kimi-k2.6,code-003,coding,c3,4,7,7,4,6,5.6,kimi-k2.6,3,0,0,1
gpt-5.5,gemini-3.1-pro,code-003,coding,c3,8,8,8,5,9,7.6,gemini-3.1-pro,3,0,0,1
gpt-5.5,claude-opus-4.7,code-003,coding,c3,10,10,10,8,10,9.6,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,code-004,coding,c3,8,8,8,5,9,7.6,gpt-5.5,3,0,1,0
gpt-5.5,gpt-5.5,code-004,coding,c3,8,8,8,5,9,7.6,gemini-3.1-pro,3,1,0,0
gpt-5.5,gemini-3.1-pro,code-004,coding,c3,7,7,8,4,8,6.8,kimi-k2.6,3,0,0,0
gpt-5.5,claude-opus-4.7,code-004,coding,c3,9,9,9,7,9,8.6,claude-opus-4.7,3,0,0,1
gpt-5.5,kimi-k2.6,code-005,coding,c3,9,9,8,5,10,8.2,kimi-k2.6,3,0,0,1
gpt-5.5,claude-opus-4.7,code-005,coding,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gemini-3.1-pro,code-005,coding,c3,8,8,8,4,9,7.4,gpt-5.5,3,0,1,0
gpt-5.5,gpt-5.5,code-005,coding,c3,9,8,8,5,9,7.8,gemini-3.1-pro,3,1,0,0
gpt-5.5,claude-opus-4.7,math-001,reasoning,c3,10,10,9,7,10,9.2,claude-opus-4.7,3,0,0,1
gpt-5.5,gpt-5.5,math-001,reasoning,c3,10,9,9,6,10,8.8,gemini-3.1-pro,3,1,0,0
gpt-5.5,gemini-3.1-pro,math-001,reasoning,c3,9,9,7,5,9,7.8,kimi-k2.6,3,0,0,0
gpt-5.5,kimi-k2.6,math-001,reasoning,c3,10,9,9,5,10,8.6,gpt-5.5,5,0,1,0
gpt-5.5,kimi-k2.6,math-002,reasoning,c3,10,9,9,5,10,8.6,gpt-5.5,5,0,1,0
gpt-5.5,gpt-5.5,math-002,reasoning,c3,10,9,9,5,10,8.6,gemini-3.1-pro,3,1,0,0
gpt-5.5,gemini-3.1-pro,math-002,reasoning,c3,10,10,9,5,10,8.8,kimi-k2.6,3,0,0,0
gpt-5.5,claude-opus-4.7,math-002,reasoning,c3,10,10,10,7,10,9.4,claude-opus-4.7,3,0,0,1
gpt-5.5,claude-opus-4.7,math-003,reasoning,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,math-003,reasoning,c3,9,8,8,5,9,7.8,gemini-3.1-pro,3,0,0,0
gpt-5.5,gemini-3.1-pro,math-003,reasoning,c3,9,8,7,4,8,7.2,kimi-k2.6,3,0,0,0
gpt-5.5,gpt-5.5,math-003,reasoning,c3,9,9,9,5,9,8.2,gpt-5.5,3,1,1,1
gpt-5.5,gemini-3.1-pro,logic-001,reasoning,c3,9,9,8,5,9,8.0,kimi-k2.6,3,0,0,0
gpt-5.5,kimi-k2.6,logic-001,reasoning,c3,9,9,9,5,9,8.2,gpt-5.5,5,0,1,0
gpt-5.5,gpt-5.5,logic-001,reasoning,c3,10,10,9,6,10,9.0,gemini-3.1-pro,3,1,0,0
gpt-5.5,claude-opus-4.7,logic-001,reasoning,c3,8,9,9,6,8,8.0,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,logic-002,reasoning,c3,8,7,8,5,8,7.2,gemini-3.1-pro,3,0,0,0
gpt-5.5,gemini-3.1-pro,logic-002,reasoning,c3,8,8,8,5,9,7.6,kimi-k2.6,3,0,0,0
gpt-5.5,gpt-5.5,logic-002,reasoning,c3,10,10,9,6,10,9.0,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,logic-002,reasoning,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,claude-opus-4.7,logic-003,reasoning,c3,5,6,8,6,5,6.0,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,logic-003,reasoning,c3,6,6,7,4,6,5.8,gpt-5.5,3,1,1,1
gpt-5.5,kimi-k2.6,logic-003,reasoning,c3,6,5,7,4,5,5.4,kimi-k2.6,3,0,0,1
gpt-5.5,gemini-3.1-pro,logic-003,reasoning,c3,8,8,8,5,8,7.4,gemini-3.1-pro,3,0,0,1
gpt-5.5,claude-opus-4.7,creative-001,creative,c3,9,9,9,9,10,9.2,claude-opus-4.7,3,0,0,1
gpt-5.5,gemini-3.1-pro,creative-001,creative,c3,8,7,8,8,5,7.2,gemini-3.1-pro,3,0,0,1
gpt-5.5,gpt-5.5,creative-001,creative,c3,9,9,9,9,10,9.2,gpt-5.5,5,1,1,1
gpt-5.5,kimi-k2.6,creative-001,creative,c3,6,6,8,8,3,6.2,kimi-k2.6,5,0,0,1
gpt-5.5,kimi-k2.6,creative-002,creative,c3,1,1,7,7,1,3.4,kimi-k2.6,5,0,0,1
gpt-5.5,claude-opus-4.7,creative-002,creative,c3,8,8,8,8,7,7.8,claude-opus-4.7,3,0,0,1
gpt-5.5,gpt-5.5,creative-002,creative,c3,9,9,9,8,10,9.0,gpt-5.5,5,1,1,1
gpt-5.5,gemini-3.1-pro,creative-002,creative,c3,9,9,9,7,10,8.8,gemini-3.1-pro,3,0,0,1
gpt-5.5,kimi-k2.6,creative-003,creative,c3,1,1,8,8,1,3.8,kimi-k2.6,5,0,0,1
gpt-5.5,claude-opus-4.7,creative-003,creative,c3,9,9,9,8,9,8.8,gemini-3.1-pro,3,0,0,0
gpt-5.5,gemini-3.1-pro,creative-003,creative,c3,8,8,8,7,9,8.0,gemini-3.1-pro,3,0,0,1
gpt-5.5,gpt-5.5,creative-003,creative,c3,9,9,9,9,10,9.2,gpt-5.5,5,1,1,1
gpt-5.5,gemini-3.1-pro,creative-004,creative,c3,8,8,8,6,4,6.8,gemini-3.1-pro,3,0,0,1
gpt-5.5,gpt-5.5,creative-004,creative,c3,10,10,10,8,10,9.6,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,creative-004,creative,c3,10,10,10,9,10,9.8,claude-opus-4.7,3,0,0,1
gpt-5.5,kimi-k2.6,creative-004,creative,c3,1,1,8,8,1,3.8,kimi-k2.6,5,0,0,1
gpt-5.5,claude-opus-4.7,explain-001,explanation,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,explain-001,explanation,c3,1,1,8,5,1,3.2,gemini-3.1-pro,3,0,0,0
gpt-5.5,gemini-3.1-pro,explain-001,explanation,c3,9,9,9,6,10,8.6,kimi-k2.6,5,0,0,0
gpt-5.5,gpt-5.5,explain-001,explanation,c3,10,10,9,7,10,9.2,gpt-5.5,5,1,1,1
gpt-5.5,kimi-k2.6,explain-002,explanation,c3,1,1,8,4,1,3.0,kimi-k2.6,5,0,0,1
gpt-5.5,gpt-5.5,explain-002,explanation,c3,9,9,9,6,10,8.6,gpt-5.5,5,1,1,1
gpt-5.5,gemini-3.1-pro,explain-002,explanation,c3,8,9,8,5,9,7.8,claude-opus-4.7,4,0,0,0
gpt-5.5,claude-opus-4.7,explain-002,explanation,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,claude-opus-4.7,explain-003,explanation,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,explain-003,explanation,c3,1,1,8,4,1,3.0,kimi-k2.6,5,0,0,1
gpt-5.5,gpt-5.5,explain-003,explanation,c3,9,9,9,5,10,8.4,gpt-5.5,5,1,1,1
gpt-5.5,gemini-3.1-pro,explain-003,explanation,c3,8,8,8,5,9,7.6,gemini-3.1-pro,3,0,0,1
gpt-5.5,claude-opus-4.7,ethics-001,ethics,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,ethics-001,ethics,c3,10,10,9,6,10,9.0,gpt-5.5,5,1,1,1
gpt-5.5,gemini-3.1-pro,ethics-001,ethics,c3,8,8,8,5,9,7.6,gemini-3.1-pro,3,0,0,1
gpt-5.5,kimi-k2.6,ethics-001,ethics,c3,1,1,8,6,1,3.4,kimi-k2.6,5,0,0,1
gpt-5.5,claude-opus-4.7,ethics-002,ethics,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,ethics-002,ethics,c3,9,9,9,6,10,8.6,gpt-5.5,5,1,1,1
gpt-5.5,kimi-k2.6,ethics-002,ethics,c3,1,1,8,5,1,3.2,kimi-k2.6,5,0,0,1
gpt-5.5,gemini-3.1-pro,ethics-002,ethics,c3,8,8,8,5,8,7.4,gemini-3.1-pro,3,0,0,1
gpt-5.5,gpt-5.5,design-001,design,c3,9,9,9,6,10,8.6,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,design-001,design,c3,10,10,10,8,10,9.6,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,design-001,design,c3,7,6,8,5,6,6.4,gemini-3.1-pro,3,0,0,0
gpt-5.5,gemini-3.1-pro,design-001,design,c3,8,7,8,5,8,7.2,kimi-k2.6,3,0,0,0
gpt-5.5,gemini-3.1-pro,design-002,design,c3,8,8,8,5,9,7.6,gemini-3.1-pro,3,0,0,1
gpt-5.5,gpt-5.5,design-002,design,c3,9,9,9,6,10,8.6,gpt-5.5,5,1,1,1
gpt-5.5,kimi-k2.6,design-002,design,c3,8,8,8,5,8,7.4,kimi-k2.6,3,0,0,1
gpt-5.5,claude-opus-4.7,design-002,design,c3,10,10,10,8,10,9.6,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,translate-001,translation,c3,9,9,9,6,10,8.6,gemini-3.1-pro,3,1,0,0
gpt-5.5,gemini-3.1-pro,translate-001,translation,c3,9,9,9,6,10,8.6,kimi-k2.6,3,0,0,0
gpt-5.5,claude-opus-4.7,translate-001,translation,c3,10,10,10,7,10,9.4,claude-opus-4.7,3,0,0,1
gpt-5.5,kimi-k2.6,translate-001,translation,c3,9,9,9,5,10,8.4,gpt-5.5,5,0,1,0
gpt-5.5,gpt-5.5,translate-002,translation,c3,10,10,10,7,10,9.4,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,translate-002,translation,c3,10,10,10,8,10,9.6,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,translate-002,translation,c3,6,6,7,5,5,5.8,gemini-3.1-pro,3,0,0,0
gpt-5.5,gemini-3.1-pro,translate-002,translation,c3,9,9,8,5,9,8.0,kimi-k2.6,3,0,0,0
gpt-5.5,gemini-3.1-pro,science-001,reasoning,c3,8,8,8,5,9,7.6,gemini-3.1-pro,3,0,0,1
gpt-5.5,gpt-5.5,science-001,reasoning,c3,10,10,9,6,10,9.0,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,science-001,reasoning,c3,10,10,10,8,10,9.6,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,science-001,reasoning,c3,9,9,9,6,10,8.6,kimi-k2.6,3,0,0,1
gpt-5.5,kimi-k2.6,science-002,reasoning,c3,8,8,8,5,8,7.4,kimi-k2.6,3,0,0,1
gpt-5.5,claude-opus-4.7,science-002,reasoning,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,science-002,reasoning,c3,9,9,9,5,10,8.4,gpt-5.5,5,1,1,1
gpt-5.5,gemini-3.1-pro,science-002,reasoning,c3,8,8,8,5,9,7.6,gemini-3.1-pro,3,0,0,1
gpt-5.5,gpt-5.5,history-001,reasoning,c3,9,9,9,6,10,8.6,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,history-001,reasoning,c3,10,10,10,8,10,9.6,claude-opus-4.7,4,0,0,1
gpt-5.5,kimi-k2.6,history-001,reasoning,c3,1,1,8,4,1,3.0,kimi-k2.6,5,0,0,1
gpt-5.5,gemini-3.1-pro,history-001,reasoning,c3,8,8,8,5,9,7.6,gemini-3.1-pro,3,0,0,1
gpt-5.5,claude-opus-4.7,economics-001,reasoning,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gemini-3.1-pro,economics-001,reasoning,c3,8,8,8,5,9,7.6,kimi-k2.6,3,0,0,0
gpt-5.5,kimi-k2.6,economics-001,reasoning,c3,8,8,8,5,8,7.4,gemini-3.1-pro,3,0,0,0
gpt-5.5,gpt-5.5,economics-001,reasoning,c3,9,9,9,6,10,8.6,gpt-5.5,5,1,1,1
gpt-5.5,kimi-k2.6,philosophy-001,ethics,c3,1,1,8,5,1,3.2,kimi-k2.6,5,0,0,1
gpt-5.5,gemini-3.1-pro,philosophy-001,ethics,c3,7,7,8,5,7,6.8,gemini-3.1-pro,3,0,0,1
gpt-5.5,gpt-5.5,philosophy-001,ethics,c3,9,9,9,6,10,8.6,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,philosophy-001,ethics,c3,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,creative-005,creative,c3,10,10,10,9,10,9.8,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,creative-005,creative,c3,9,9,9,8,10,9.0,gemini-3.1-pro,3,0,0,0
gpt-5.5,kimi-k2.6,creative-005,creative,c3,1,1,8,8,1,3.8,kimi-k2.6,5,0,0,1
gpt-5.5,gemini-3.1-pro,creative-005,creative,c3,8,8,8,7,4,7.0,claude-opus-4.7,3,0,0,0
gpt-5.5,claude-opus-4.7,code-001,coding,c1,10,10,9,8,10,9.4,claude-opus-4.7,3,0,0,1
gpt-5.5,gemini-3.1-pro,code-001,coding,c1,8,7,8,5,8,7.2,kimi-k2.6,3,0,0,0
gpt-5.5,kimi-k2.6,code-001,coding,c1,9,9,9,6,9,8.4,gemini-3.1-pro,3,0,0,0
gpt-5.5,gpt-5.5,code-001,coding,c1,9,9,9,7,10,8.8,gpt-5.5,5,1,1,1
gpt-5.5,gpt-5.5,code-002,coding,c1,10,9,9,6,10,8.8,gpt-5.5,5,1,1,1
gpt-5.5,claude-opus-4.7,code-002,coding,c1,10,10,9,8,10,9.4,gemini-3.1-pro,3,0,0,0
gpt-5.5,kimi-k2.6,code-002,coding,c1,7,7,8,5,6,6.6,claude-opus-4.7,3,0,0,0
gpt-5.5,gemini-3.1-pro,code-002,coding,c1,7,7,8,5,6,6.6,kimi-k2.6,3,0,0,0
gpt-5.5,gpt-5.5,code-003,coding,c1,10,9,9,6,10,8.8,gpt-5.5,3,1,1,1
gpt-5.5,claude-opus-4.7,code-003,coding,c1,10,10,10,8,10,9.6,claude-opus-4.7,4,0,0,1
gpt-5.5,gemini-3.1-pro,code-003,coding,c1,8,8,8,5,9,7.6,gemini-3.1-pro,3,0,0,1
gpt-5.5,kimi-k2.6,code-003,coding,c1,4,7,7,4,6,5.6,kimi-k2.6,3,0,0,1
gpt-5.5,claude-opus-4.7,code-004,coding,c1,9,9,9,7,9,8.6,claude-opus-4.7,3,0,0,1
gpt-5.5,gemini-3.1-pro,code-004,coding,c1,7,7,8,4,8,6.8,kimi-k2.6,3,0,0,0
gpt-5.5,kimi-k2.6,code-004,coding,c1,8,8,8,5,9,7.6,gpt-5.5,3,0,1,0
gpt-5.5,gpt-5.5,code-004,coding,c1,8,8,8,5,9,7.6,gemini-3.1-pro,3,1,0,0
gpt-5.5,kimi-k2.6,code-005,coding,c1,9,9,8,5,10,8.2,kimi-k2.6,3,0,0,1
gpt-5.5,claude-opus-4.7,code-005,coding,c1,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,code-005,coding,c1,9,8,8,5,9,7.8,gemini-3.1-pro,3,1,0,0
gpt-5.5,gemini-3.1-pro,code-005,coding,c1,8,8,8,4,9,7.4,gpt-5.5,3,0,1,0
gpt-5.5,gemini-3.1-pro,math-001,reasoning,c1,9,9,7,5,9,7.8,kimi-k2.6,3,0,0,0
gpt-5.5,gpt-5.5,math-001,reasoning,c1,10,9,9,6,10,8.8,gemini-3.1-pro,3,1,0,0
gpt-5.5,claude-opus-4.7,math-001,reasoning,c1,10,10,9,7,10,9.2,claude-opus-4.7,3,0,0,1
gpt-5.5,kimi-k2.6,math-001,reasoning,c1,10,9,9,5,10,8.6,gpt-5.5,5,0,1,0
gpt-5.5,claude-opus-4.7,math-002,reasoning,c1,10,10,10,7,10,9.4,claude-opus-4.7,3,0,0,1
gpt-5.5,gemini-3.1-pro,math-002,reasoning,c1,10,10,9,5,10,8.8,kimi-k2.6,3,0,0,0
gpt-5.5,gpt-5.5,math-002,reasoning,c1,10,9,9,5,10,8.6,gemini-3.1-pro,3,1,0,0
gpt-5.5,kimi-k2.6,math-002,reasoning,c1,10,9,9,5,10,8.6,gpt-5.5,5,0,1,0
gpt-5.5,gemini-3.1-pro,math-003,reasoning,c1,9,8,7,4,8,7.2,kimi-k2.6,3,0,0,0
gpt-5.5,claude-opus-4.7,math-003,reasoning,c1,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,math-003,reasoning,c1,9,9,9,5,9,8.2,gpt-5.5,3,1,1,1
gpt-5.5,kimi-k2.6,math-003,reasoning,c1,9,8,8,5,9,7.8,gemini-3.1-pro,3,0,0,0
gpt-5.5,kimi-k2.6,logic-001,reasoning,c1,9,9,9,5,9,8.2,gpt-5.5,5,0,1,0
gpt-5.5,gpt-5.5,logic-001,reasoning,c1,10,10,9,6,10,9.0,gemini-3.1-pro,3,1,0,0
gpt-5.5,claude-opus-4.7,logic-001,reasoning,c1,8,9,9,6,8,8.0,claude-opus-4.7,4,0,0,1
gpt-5.5,gemini-3.1-pro,logic-001,reasoning,c1,9,9,8,5,9,8.0,kimi-k2.6,3,0,0,0
gpt-5.5,claude-opus-4.7,logic-002,reasoning,c1,10,10,10,7,10,9.4,claude-opus-4.7,4,0,0,1
gpt-5.5,gpt-5.5,logic-002,reasoning,c1,10,10,9,6,10,9.0,gpt-5.5,5,1,1,1
gpt-5.5,kimi-k2.6,logic-002,reasoning,c1,8,7,8,5,8,7.2,gemini-3.1-pro,3,0,0,0
gpt-5.5,gemini-3.1-pro,logic-002,reasoning,c1,8,8,8,5,9,7.6,kimi-k2.6,3,0,0,0
